1;A;1
1;A;2
1;A;3
1;A;4
1;A;5
1;A;6
1;A;7
1;A;8
1;A;9
1;A;10
1;B;1
1;B;2
1;B;3
1;B;4
1;B;5
1;B;6
1;B;7
1;B;8
1;B;9
1;B;10
1;C;1
1;C;2
1;C;3
1;C;4
1;C;5
1;C;6
1;C;7
1;C;8
1;C;9
1;C;10
1;D;1
1;D;2
1;D;3
1;D;4
1;D;5
1;D;6
1;D;7
1;D;8
1;D;9
1;D;10
1;E;1
1;E;2
1;E;3
1;E;4
1;E;5
1;E;6
1;E;7
1;E;8
1;E;9
1;E;10
1;F;1
1;F;2
1;F;3
1;F;4
1;F;5
1;F;6
1;F;7
1;F;8
1;F;9
1;F;10
1;G;1
1;G;2
1;G;3
1;G;4
1;G;5
1;G;6
1;G;7
1;G;8
1;G;9
1;G;10
1;H;1
1;H;2
1;H;3
1;H;4
1;H;5
1;H;6
1;H;7
1;H;8
1;H;9
1;H;10
1;I;1
1;I;2
1;I;3
1;I;4
1;I;5
1;I;6
1;I;7
1;I;8
1;I;9
1;I;10
1;J;1
1;J;2
1;J;3
1;J;4
1;J;5
1;J;6
1;J;7
1;J;8
1;J;9
1;J;10
2;A;1
2;A;2
2;A;3
2;A;4
2;A;5
2;A;6
2;A;7
2;A;8
2;A;9
2;A;10
2;B;1
2;B;2
2;B;3
2;B;4
2;B;5
2;B;6
2;B;7
2;B;8
2;B;9
2;B;10
2;C;1
2;C;2
2;C;3
2;C;4
2;C;5
2;C;6
2;C;7
2;C;8
2;C;9
2;C;10
2;D;1
2;D;2
2;D;3
2;D;4
2;D;5
2;D;6
2;D;7
2;D;8
2;D;9
2;D;10
2;E;1
2;E;2
2;E;3
2;E;4
2;E;5
2;E;6
2;E;7
2;E;8
2;E;9
2;E;10
2;F;1
2;F;2
2;F;3
2;F;4
2;F;5
2;F;6
2;F;7
2;F;8
2;F;9
2;F;10
2;G;1
2;G;2
2;G;3
2;G;4
2;G;5
2;G;6
2;G;7
2;G;8
2;G;9
2;G;10
2;H;1
2;H;2
2;H;3
2;H;4
2;H;5
2;H;6
2;H;7
2;H;8
2;H;9
2;H;10
2;I;1
2;I;2
2;I;3
2;I;4
2;I;5
2;I;6
2;I;7
2;I;8
2;I;9
2;I;10
2;J;1
2;J;2
2;J;3
2;J;4
2;J;5
2;J;6
2;J;7
2;J;8
2;J;9
2;J;10
2;K;1
2;K;2
2;K;3
2;K;4
2;K;5
2;K;6
2;K;7
2;K;8
2;K;9
2;K;10
2;L;1
2;L;2
2;L;3
2;L;4
2;L;5
2;L;6
2;L;7
2;L;8
2;L;9
2;L;10
3;A;1
3;A;2
3;A;3
3;A;4
3;A;5
3;A;6
3;A;7
3;A;8
3;A;9
3;A;10
3;B;1
3;B;2
3;B;3
3;B;4
3;B;5
3;B;6
3;B;7
3;B;8
3;B;9
3;B;10
3;C;1
3;C;2
3;C;3
3;C;4
3;C;5
3;C;6
3;C;7
3;C;8
3;C;9
3;C;10
3;D;1
3;D;2
3;D;3
3;D;4
3;D;5
3;D;6
3;D;7
3;D;8
3;D;9
3;D;10
3;E;1
3;E;2
3;E;3
3;E;4
3;E;5
3;E;6
3;E;7
3;E;8
3;E;9
3;E;10
3;F;1
3;F;2
3;F;3
3;F;4
3;F;5
3;F;6
3;F;7
3;F;8
3;F;9
3;F;10
3;G;1
3;G;2
3;G;3
3;G;4
3;G;5
3;G;6
3;G;7
3;G;8
3;G;9
3;G;10
3;H;1
3;H;2
3;H;3
3;H;4
3;H;5
3;H;6
3;H;7
3;H;8
3;H;9
3;H;10
3;I;1
3;I;2
3;I;3
3;I;4
3;I;5
3;I;6
3;I;7
3;I;8
3;I;9
3;I;10
3;J;1
3;J;2
3;J;3
3;J;4
3;J;5
3;J;6
3;J;7
3;J;8
3;J;9
3;J;10
4;A;1
4;A;2
4;A;3
4;A;4
4;A;5
4;A;6
4;A;7
4;A;8
4;A;9
4;A;10
4;B;1
4;B;2
4;B;3
4;B;4
4;B;5
4;B;6
4;B;7
4;B;8
4;B;9
4;B;10
4;C;1
4;C;2
4;C;3
4;C;4
4;C;5
4;C;6
4;C;7
4;C;8
4;C;9
4;C;10
4;D;1
4;D;2
4;D;3
4;D;4
4;D;5
4;D;6
4;D;7
4;D;8
4;D;9
4;D;10
4;E;1
4;E;2
4;E;3
4;E;4
4;E;5
4;E;6
4;E;7
4;E;8
4;E;9
4;E;10
4;F;1
4;F;2
4;F;3
4;F;4
4;F;5
4;F;6
4;F;7
4;F;8
4;F;9
4;F;10
4;G;1
4;G;2
4;G;3
4;G;4
4;G;5
4;G;6
4;G;7
4;G;8
4;G;9
4;G;10
4;H;1
4;H;2
4;H;3
4;H;4
4;H;5
4;H;6
4;H;7
4;H;8
4;H;9
4;H;10
4;I;1
4;I;2
4;I;3
4;I;4
4;I;5
4;I;6
4;I;7
4;I;8
4;I;9
4;I;10
4;J;1
4;J;2
4;J;3
4;J;4
4;J;5
4;J;6
4;J;7
4;J;8
4;J;9
4;J;10
4;K;1
4;K;2
4;K;3
4;K;4
4;K;5
4;K;6
4;K;7
4;K;8
4;K;9
4;K;10
5;A;1
5;A;2
5;A;3
5;A;4
5;A;5
5;A;6
5;A;7
5;A;8
5;A;9
5;A;10
5;B;1
5;B;2
5;B;3
5;B;4
5;B;5
5;B;6
5;B;7
5;B;8
5;B;9
5;B;10
5;C;1
5;C;2
5;C;3
5;C;4
5;C;5
5;C;6
5;C;7
5;C;8
5;C;9
5;C;10
5;D;1
5;D;2
5;D;3
5;D;4
5;D;5
5;D;6
5;D;7
5;D;8
5;D;9
5;D;10
5;E;1
5;E;2
5;E;3
5;E;4
5;E;5
5;E;6
5;E;7
5;E;8
5;E;9
5;E;10
5;F;1
5;F;2
5;F;3
5;F;4
5;F;5
5;F;6
5;F;7
5;F;8
5;F;9
5;F;10
5;G;1
5;G;2
5;G;3
5;G;4
5;G;5
5;G;6
5;G;7
5;G;8
5;G;9
5;G;10
5;H;1
5;H;2
5;H;3
5;H;4
5;H;5
5;H;6
5;H;7
5;H;8
5;H;9
5;H;10
5;I;1
5;I;2
5;I;3
5;I;4
5;I;5
5;I;6
5;I;7
5;I;8
5;I;9
5;I;10
5;J;1
5;J;2
5;J;3
5;J;4
5;J;5
5;J;6
5;J;7
5;J;8
5;J;9
5;J;10
5;K;1
5;K;2
5;K;3
5;K;4
5;K;5
5;K;6
5;K;7
5;K;8
5;K;9
5;K;10
5;L;1
5;L;2
5;L;3
5;L;4
5;L;5
5;L;6
5;L;7
5;L;8
5;L;9
5;L;10
5;M;1
5;M;2
5;M;3
5;M;4
5;M;5
5;M;6
5;M;7
5;M;8
5;M;9
5;M;10
6;A;1
6;A;2
6;A;3
6;A;4
6;A;5
6;A;6
6;A;7
6;A;8
6;A;9
6;A;10
6;B;1
6;B;2
6;B;3
6;B;4
6;B;5
6;B;6
6;B;7
6;B;8
6;B;9
6;B;10
6;C;1
6;C;2
6;C;3
6;C;4
6;C;5
6;C;6
6;C;7
6;C;8
6;C;9
6;C;10
6;D;1
6;D;2
6;D;3
6;D;4
6;D;5
6;D;6
6;D;7
6;D;8
6;D;9
6;D;10
6;E;1
6;E;2
6;E;3
6;E;4
6;E;5
6;E;6
6;E;7
6;E;8
6;E;9
6;E;10
6;F;1
6;F;2
6;F;3
6;F;4
6;F;5
6;F;6
6;F;7
6;F;8
6;F;9
6;F;10
6;G;1
6;G;2
6;G;3
6;G;4
6;G;5
6;G;6
6;G;7
6;G;8
6;G;9
6;G;10
6;H;1
6;H;2
6;H;3
6;H;4
6;H;5
6;H;6
6;H;7
6;H;8
6;H;9
6;H;10
6;I;1
6;I;2
6;I;3
6;I;4
6;I;5
6;I;6
6;I;7
6;I;8
6;I;9
6;I;10
6;J;1
6;J;2
6;J;3
6;J;4
6;J;5
6;J;6
6;J;7
6;J;8
6;J;9
6;J;10

